Name [EN],Type,BP Name,Force Spawn Command (Full Patch)
Twisting Wounds,Mutator,MetaGem_TwistingWounds_C,summon /Game/World_Base/Items/Gems/Ranged/MetaGems/TwistingWounds/MetaGem_TwistingWounds.MetaGem_TwistingWounds_C
Dervish,Mutator,MetaGem_Dervish_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Dervish/MetaGem_Dervish.MetaGem_Dervish_C
Disengage,Mutator,MetaGem_Disengage_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Disengage/MetaGem_Disengage.MetaGem_Disengage_C
Misfortune,Mutator,MetaGem_Misfortune_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Misfortune/MetaGem_Misfortune.MetaGem_Misfortune_C
Overdrive,Mutator,MetaGem_Overdrive_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Overdrive/MetaGem_Overdrive.MetaGem_Overdrive_C
Reinvigorate,Mutator,MetaGem_Reinvigorate_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Reinvigorate/MetaGem_Reinvigorate.MetaGem_Reinvigorate_C
Resentment,Mutator,MetaGem_Resentment_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Resentment/MetaGem_Resentment.MetaGem_Resentment_C
Shield Breaker,Mutator,MetaGem_ShieldBreaker_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/ShieldBreaker/MetaGem_ShieldBreaker.MetaGem_ShieldBreaker_C
Steadfast,Mutator,MetaGem_Steadfast_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Steadfast/MetaGem_Steadfast.MetaGem_Steadfast_C
Striker,Mutator,MetaGem_Striker_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Striker/MetaGem_Striker.MetaGem_Striker_C
Transference,Mutator,MetaGem_Transference_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Transferrence/MetaGem_Transference.MetaGem_Transference_C
Vampire Blade,Mutator,MetaGem_VampireBlade_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/VampireBlade/MetaGem_VampireBlade.MetaGem_VampireBlade_C
Vengeful Strike,Mutator,MetaGem_VengefulStrike_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/VengefulStrike/MetaGem_VengefulStrike.MetaGem_VengefulStrike_C
Weaponlord,Mutator,MetaGem_WeaponLord_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/WeaponLord/MetaGem_WeaponLord.MetaGem_WeaponLord_C
Top Heavy,Mutator,MetaGem_Topheavy_C,summon /Game/World_Base/Items/Gems/Ranged/MetaGems/Topheavy/MetaGem_Topheavy.MetaGem_Topheavy_C
Bottom Heavy,Mutator,MetaGem_Bottomheavy_C,summon /Game/World_Base/Items/Gems/Ranged/MetaGems/Bottomheavy/MetaGem_Bottomheavy.MetaGem_Bottomheavy_C
Bottom Feeder,Mutator,MetaGem_BottomFeeder_C,summon /Game/World_Base/Items/Gems/Ranged/MetaGems/BottomFeeder/MetaGem_BottomFeeder.MetaGem_BottomFeeder_C
Kill Switch,Mutator,MetaGem_Killswitch_C,summon /Game/World_Base/Items/Gems/Ranged/MetaGems/Killswitch/MetaGem_Killswitch.MetaGem_Killswitch_C
Sequenced Shot,Mutator,MetaGem_Sequenced Shot_C,summon /Game/World_Base/Items/Gems/Ranged/MetaGems/SequencedShot/MetaGem_SequencedShot.MetaGem_SequencedShot_C
Ingenuity,Mutator,MetaGem_Ingenuity_C,summon /Game/World_Base/Items/Gems/Ranged/MetaGems/Ingenuity/MetaGem_Ingenuity.MetaGem_Ingenuity_C
Spirit Healer,Mutator,MetaGem_SpiritHealer_C,summon /Game/World_Base/Items/Gems/Ranged/MetaGems/SpiritHealer/MetaGem_SpiritHealer.MetaGem_SpiritHealer_C
Edgelord,Mutator,MetaGem_Edgelord_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Edgelord/MetaGem_Edgelord.MetaGem_Edgelord_C
Latency,Mutator,MetaGem_Latency_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Latency/MetaGem_Latency.MetaGem_Latency_C
Opportunist,Mutator,MetaGem_Opportunist_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Opportunist/MetaGem_Opportunist.MetaGem_Opportunist_C
Shocker,Mutator,MetaGem_Shocker_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Shocker/MetaGem_Shocker.MetaGem_Shocker_C
Stormbringer,Mutator,MetaGem_Stormbringer_C,summon /Game/World_Base/Items/Gems/Melee/MetaGems/Stormbringer/MetaGem_Stormbringer.MetaGem_Stormbringer_C
Dreadful,Mutator,MetaGem_Dreadful_C,summon /Game/World_DLC1/Items/Gems/Ranged/Dreadful/MetaGem_Dreadful.MetaGem_Dreadful_C
Fetid Wounds,Mutator,MetaGem_FetidWounds_C,summon /Game/World_DLC1/Items/Gems/Ranged/FetidWounds/MetaGem_FetidWounds.MetaGem_FetidWounds_C
Maelstrom,Mutator,MetaGem_Maelstrom_C,summon /Game/World_DLC1/Items/Gems/Ranged/Maelstrom/MetaGem_Maelstrom.MetaGem_Maelstrom_C
Prophecy,Mutator,MetaGem_Prophecy_C,summon /Game/World_DLC1/Items/Gems/Ranged/Prophecy/MetaGem_Prophecy.MetaGem_Prophecy_C
Sleeper,Mutator,MetaGem_Sleeper_C,summon /Game/World_DLC1/Items/Gems/Ranged/Sleeper/MetaGem_Sleeper.MetaGem_Sleeper_C
Executor,Mutator,MetaGem_Executor_C,summon /Game/World_DLC1/Items/Gems/Melee/Executor/MetaGem_Executor.MetaGem_Executor_C
Guts,Mutator,MetaGem_Guts_C,summon /Game/World_DLC1/Items/Gems/Melee/Guts/MetaGem_Guts.MetaGem_Guts_C
Tainted Blade,Mutator,MetaGem_TaintedBlade_C,summon /Game/World_DLC1/Items/Gems/Melee/TaintedBlade/MetaGem_TaintedBlade.MetaGem_TaintedBlade_C
Far-Sighted,Mutator,MetaGem_Farsighted_C,summon /Game/World_DLC2/Items/Gems/Ranged/Farsighted/MetaGem_Farsighted.MetaGem_Farsighted_C
Near-Sighted,Mutator,MetaGem_nearsighted_C,summon /Game/World_DLC2/Items/Gems/Ranged/nearsighted/MetaGem_nearsighted.MetaGem_nearsighted_C
Pressure Point,Mutator,MetaGem_PressurePoint_C,summon /Game/World_DLC2/Items/Gems/Ranged/PressurePoint/MetaGem_PressurePoint.MetaGem_PressurePoint_C
Searing Wounds,Mutator,MetaGem_SearingWounds_C,summon /Game/World_DLC2/Items/Gems/Ranged/SearingWounds/MetaGem_SearingWounds.MetaGem_SearingWounds_C
Spellweaver,Mutator,MetaGem_Spellweaver_C,summon /Game/World_DLC2/Items/Gems/Ranged/Spellweaver/MetaGem_Spellweaver.MetaGem_Spellweaver_C
Thousand Cuts,Mutator,MetaGem_ThousandCuts_C,summon /Game/World_DLC2/Items/Gems/Ranged/ThousandCuts/MetaGem_ThousandCuts.MetaGem_ThousandCuts_C
Gladiator,Mutator,MetaGem_Gladiator_C,summon /Game/World_DLC2/Items/Gems/Melee/Gladiator/MetaGem_Gladiator.MetaGem_Gladiator_C
Battle Mage,Mutator,MetaGem_BattleMage_C,summon /Game/World_DLC2/Items/Gems/Melee/BattleMage/MetaGem_BattleMage.MetaGem_BattleMage_C
Charged Wounds,Mutator,MetaGem_ChargedWounds_C,summon /Game/World_DLC3/Items/Gems/Ranged/ChargedWounds/MetaGem_ChargedWounds.MetaGem_ChargedWounds_C
Detonator,Mutator,MetaGem_Detonator_C,summon /Game/World_DLC3/Items/Gems/Ranged/Detonator/MetaGem_Detonator.MetaGem_Detonator_C
Hidden Power,Mutator,MetaGem_HiddenPower_C,summon /Game/World_DLC3/Items/Gems/Ranged/HiddenPower/MetaGem_HiddenPower.MetaGem_HiddenPower_C
Insulator,Mutator,MetaGem_Insulator_C,summon /Game/World_DLC3/Items/Gems/Ranged/Insulator/MetaGem_Insulator.MetaGem_Insulator_C
Repercussion,Mutator,MetaGem_Repercussion_C,summon /Game/World_DLC3/Items/Gems/Ranged/Repercussion/MetaGem_Repercussion.MetaGem_Repercussion_C
Superheated,Mutator,MetaGem_SuperHeated_C,summon /Game/World_DLC3/Items/Gems/Ranged/SuperHeated/MetaGem_SuperHeated.MetaGem_SuperHeated_C
Hyper Charger,Mutator,MetaGem_HyperCharger_C,summon /Game/World_DLC3/Items/Gems/Melee/HyperCharger/MetaGem_HyperCharger.MetaGem_HyperCharger_C
Volatile Strike,Mutator,MetaGem_VolatileStrike_C,summon /Game/World_DLC3/Items/Gems/Melee/VolatileStrike/MetaGem_VolatileStrike.MetaGem_VolatileStrike_C
Mysterious Stone (Alchemist*),Engram Material,Material_Engram_Alchemist_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Alchemist.Material_Engram_Alchemist_C
Strange Box (Archon*),Engram Material,Material_Engram_Archon_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Archon.Material_Engram_Archon_C
Old Metal Tool (Challenger*),Engram Material,Material_Engram_Challenger_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Challenger.Material_Engram_Challenger_C
Alien Device (Engineer*),Engram Material,Material_Engram_Engineer_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Engineer.Material_Engram_Engineer_C
Broken Compass (Explorer*),Engram Material,Material_Engram_Explorer_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Explorer.Material_Engram_Explorer_C
Worn Cylinder (Gunslinger*),Engram Material,Material_Engram_Gunslinger_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Gunslinger.Material_Engram_Gunslinger_C
Old Whistle (Handler*),Engram Material,Material_Engram_Handler_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Handler.Material_Engram_Handler_C
Rusty Medal (Hunter*),Engram Material,Material_Engram_Hunter_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Hunter.Material_Engram_Hunter_C
Wooden Shiv (Invader*),Engram Material,Material_Engram_Invader_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Invader.Material_Engram_Invader_C
Medic Pin (Medic*),Engram Material,Material_Engram_Medic_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_Medic.Material_Engram_Medic_C
Faded Grimoire (Summoner*),Engram Material,Material_Engram_summoner_C,summon /Game/World_Base/Items/Materials/Engrams/Material_Engram_summoner.Material_Engram_summoner_C
Ragged Poppet (Ritualist*),Engram Material,Engram_Ritualist_C,summon /Game/World_DLC1/Items/Archetypes/Ritualist/Engram/Engram_Ritualist.Engram_Ritualist_C
Spirit Flute (Invoker*),Engram Material,Engram_Invoker_C,summon /Game/World_DLC2/Items/Archetypes/Invoker/Engram/Engram_Invoker.Engram_Invoker_C
Command Module (Warden*),Engram Material,Engram_Warden_C,summon /Game/World_DLC3/Items/Archetypes/Warden/Engram_Warden.Engram_Warden_C
Scrap,Currency,Material_Scraps_C,summon /Game/World_Base/Items/Materials/Scraps/Material_Scraps.Material_Scraps_C
Iron,Upgrade Material,Material_Iron_C,summon /Game/World_Base/Items/Materials/Irons/01_Iron/Material_Iron.Material_Iron_C
Forged Iron,Upgrade Material,Material_ForgedIron_C,summon /Game/World_Base/Items/Materials/Irons/02_ForgedIron/Material_ForgedIron.Material_ForgedIron_C
Galvanized Iron,Upgrade Material,Material_GalvanizedIron_C,summon /Game/World_Base/Items/Materials/Irons/03_GalvanizedIron/Material_GalvanizedIron.Material_GalvanizedIron_C
Hardened Iron,Upgrade Material,Material_HardenedIron_C,summon /Game/World_Base/Items/Materials/Irons/04_HardenedIron/Material_HardenedIron.Material_HardenedIron_C
Relic Dust,Upgrade Material,Material_RelicDust_C,summon /Game/World_Base/Items/Materials/GemFragments/Material_RelicDust.Material_RelicDust_C
Lumenite Crystal,Upgrade Material,Material_LumeniteCrystal_C,summon /Game/World_Base/Items/Materials/LumeniteCrystal/Material_LumeniteCrystal.Material_LumeniteCrystal_C
Corrupted Lumenite Crystal,Upgrade Material,Material_LumeniteCorrupted_C,summon /Game/World_Base/Items/Materials/LumeniteCrystal/Material_LumeniteCorrupted.Material_LumeniteCorrupted_C
Simulacrum,Upgrade Material,Material_Simulacrum_C,summon /Game/World_Base/Items/Materials/Simulacrum/Material_Simulacrum.Material_Simulacrum_C
Simulacrum,Upgrade Material,Material_HiddenContainer_Simulacrum_C,summon /Game/World_Base/Items/Materials/Simulacrum/Material_HiddenContainer_Simulacrum.Material_HiddenContainer_Simulacrum_C
Corrupted Shard,Upgrade Material,Material_CorruptedShard_C,summon /Game/World_Base/Items/Materials/LumeniteCrystal/Material_CorruptedShard.Material_CorruptedShard_C
Tome Of Knowledge,Trait Point,Material_TomeOfKnowledge_C,summon /Game/World_Base/Items/Materials/TomeOfKnowledge/Material_TomeOfKnowledge.Material_TomeOfKnowledge_C
Orb Of Undoing,Consumable,Consumable_OrbOfUndoing_C,summon /Game/World_Base/Items/Consumables/OrbOfUndoing/Consumable_OrbOfUndoing.Consumable_OrbOfUndoing_C
Nimue's Dream,Consumable,Consumable_NimuesDream_C,summon /Game/World_Fae/Quests/Quest_Injectable_GoldenHall_Nimue/Items/Consumable_NimuesDream.Consumable_NimuesDream_C
Huntress's Dream,Consumable,Consumable_HuntersDream_C,summon /Game/World_Fae/Quests/Quest_OverworldPOI_TheHunter/Items/Consumable_HuntersDream.Consumable_HuntersDream_C
Walker's Dream,Consumable,Consumable_RootWalkerDream_C,summon /Game/Campaign_Main/Quests/Quest_RootEarth_Zone2/Item/Consumable_RootWalkerDream.Consumable_RootWalkerDream_C
Dran's Dream,Consumable,Consumable_DransDream_C,summon /Game/World_DLC1/Quests/Quest_Injectable_BurningCity_DLC/Items/Consumable_Item_DLC_DransDream/Consumable_DransDream.Consumable_DransDream_C
Mature Thaen Fruit,Consumable,Consumable_ThaenFruit_Mature_C,summon /Game/World_Base/Items/Consumables/Misc/ThaenFruit/02_ThaenFruit_Mature/Consumable_ThaenFruit_Mature.Consumable_ThaenFruit_Mature_C
Elder Thaen Fruit,Consumable,Consumable_ThaenFruit_Elder_C,summon /Game/World_Base/Items/Consumables/Misc/ThaenFruit/03_ThaenFruit_Elder/Consumable_ThaenFruit_Elder.Consumable_ThaenFruit_Elder_C
Celestial Thaen Fruit,Consumable,Consumable_ThaenFruit_Celestial_C,summon /Game/World_Base/Items/Consumables/Misc/ThaenFruit/04_ThaenFruit_Celestial/Consumable_ThaenFruit_Celestial.Consumable_ThaenFruit_Celestial_C
Sapling Thaen Fruit ,Consumable,Consumable_ThaenFruit_Base_C,summon /Game/World_Base/Items/Consumables/Misc/ThaenFruit/ThaenFruitBase/Consumable_ThaenFruit_Base.Consumable_ThaenFruit_Base_C
Binding Orb,Grenade,Consumable_BindingOrb_C,summon /Game/World_Base/Items/Consumables/Aimables/BindingOrb/Consumable_BindingOrb.Consumable_BindingOrb_C
Black Tar,Grenade,Consumable_BlackTar_C,summon /Game/World_Base/Items/Consumables/Aimables/BlackTar/Consumable_BlackTar.Consumable_BlackTar_C
Brightstone,Grenade,Consumable_Brightstone_C,summon /Game/World_Base/Items/Consumables/Aimables/Brightstone/Consumable_Brightstone.Consumable_Brightstone_C
Pipe Bomb,Grenade,Consumable_PipeBomb_C,summon /Game/World_Base/Items/Consumables/Aimables/PipeBomb/Consumable_PipeBomb.Consumable_PipeBomb_C
Poisoned Ambit Ember Capsule,Grenade,Consumable_PoisonedSpiceCapsule_C,summon /Game/World_Base/Items/Consumables/Aimables/PoisonedSpiceCapsule/Consumable_PoisonedSpiceCapsule.Consumable_PoisonedSpiceCapsule_C
Grenade,Grenade,Consumable_Grenade_C,summon /Game/World_Base/Items/Consumables/Aimables/Grenade/Consumable_Grenade.Consumable_Grenade_C
Ammo Box,Consumable,Consumable_AmmoBox_C,summon /Game/World_Base/Items/Consumables/Misc/AmmoBox/Consumable_AmmoBox.Consumable_AmmoBox_C
Bandage,Consumable,Consumable_Bandage_C,summon /Game/World_Base/Items/Consumables/Misc/Bandage/Consumable_Bandage.Consumable_Bandage_C
Blood Root,Consumable,Consumable_BloodRoot_C,summon /Game/World_Base/Items/Consumables/Misc/Bloodwort/Consumable_BloodRoot.Consumable_BloodRoot_C
Koara Pellet,Consumable,Consumable_KoaraPellet_C,summon /Game/World_Base/Items/Consumables/Misc/KoaraPellet/Consumable_KoaraPellet.Consumable_KoaraPellet_C
Liquid Escape,Consumable,Consumable_LiquidEscape_C,summon /Game/World_Base/Items/Consumables/Misc/LiquidEscape/Consumable_LiquidEscape.Consumable_LiquidEscape_C
Confidence Booster,Consumable,Consumable_ConfidenceBooster_C,summon /Game/World_Base/Items/Consumables/Potions/ConfidenceBooster/Consumable_ConfidenceBooster.Consumable_ConfidenceBooster_C
Gul Serum,Consumable,Consumable_GulSerum_C,summon /Game/World_Base/Items/Consumables/Potions/GulSerum/Consumable_GulSerum.Consumable_GulSerum_C
Processed Koara,Consumable,Consumable_ProcessedKoara_C,summon /Game/World_Base/Items/Consumables/Potions/ProcessedKoara/Consumable_ProcessedKoara.Consumable_ProcessedKoara_C
Rocket Fuel,Consumable,Consumable_RocketFuel_C,summon /Game/World_Base/Items/Consumables/Potions/RocketFuel/Consumable_RocketFuel.Consumable_RocketFuel_C
All-Seeing Eye,Consumable,Consumable_AllSeeingEye_C,summon /Game/World_Fae/Items/Consumables/All-SeeingEye/Consumable_AllSeeingEye.Consumable_AllSeeingEye_C
Faerie Needle,Consumable,Consumable_FaerieNeedle_C,summon /Game/World_Fae/Items/Consumables/FaerieNeedle/Consumable_FaerieNeedle.Consumable_FaerieNeedle_C
Frenzy Dust,Consumable,Consumable_FrenzyDust_C,summon /Game/World_Base/Items/Consumables/Potions/FrenzyDust/Consumable_FrenzyDust.Consumable_FrenzyDust_C
Vigor Leaf,Consumable,Consumable_VigorLeaf_C,summon /Game/World_Base/Items/Consumables/Potions/VigorLeaf/Consumable_VigorLeaf.Consumable_VigorLeaf_C
Mystery Jerky,Consumable,Consumable_MysteryJerky_C,summon /Game/World_DLC1/Items/Consumables/Mystery_Jerky/Consumable_MysteryJerky.Consumable_MysteryJerky_C
Dried Fruit,Consumable,Consumable_DriedFruit_C,summon /Game/World_DLC1/Items/Consumables/Dried_Fruit/Consumable_DriedFruit.Consumable_DriedFruit_C
Egg Drink,Consumable,Consumable_EggDrink_C,summon /Game/World_DLC2/Items/Consumables/EggDrink/Consumable_EggDrink.Consumable_EggDrink_C
Sweet Leaf,Consumable,Consumable_SweetLeaf_C,summon /Game/World_DLC2/Items/Consumables/SweetLeaf/Consumable_SweetLeaf.Consumable_SweetLeaf_C
Light Extract,Consumable,Consumable_LightExtract_C,summon /Game/World_DLC3/Items/Consumables/LightExtract/Consumable_LightExtract.Consumable_LightExtract_C
Mudtooth's Snake Oil,Consumable,Consumable_MudtoothsSnakeOil_C,summon /Game/World_DLC3/Items/Consumables/MudtoothSnakeOil/Consumable_MudtoothsSnakeOil.Consumable_MudtoothsSnakeOil_C
Numbing Agent,Consumable,Consumable_NumbingAgent_C,summon /Game/World_DLC3/Items/Consumables/NumbingAgent/Consumable_NumbingAgent.Consumable_NumbingAgent_C
Antidote,Curative,Consumable_Antidote_C,summon /Game/World_Base/Items/Consumables/Potions/Antidote/Consumable_Antidote.Consumable_Antidote_C
Ethereal Orb,Curative,Consumable_EtherealOrb_C,summon /Game/World_Base/Items/Consumables/Potions/EtherealOrb/Consumable_EtherealOrb.Consumable_EtherealOrb_C
Mud Rub,Curative,Consumable_MudRub_C,summon /Game/World_Base/Items/Consumables/Potions/MudRub/Consumable_MudRub.Consumable_MudRub_C
Oilskin Balm,Curative,Consumable_OilskinBalm_C,summon /Game/World_Base/Items/Consumables/Potions/OilskinTonic/Consumable_OilskinBalm.Consumable_OilskinBalm_C
Purified Salve,Curative,Consumable_PurifiedSalve_C,summon /Game/World_Base/Items/Consumables/Potions/PurifiedSalve/Consumable_PurifiedSalve.Consumable_PurifiedSalve_C
Timeworn Unguent,Curative,Consumable_TimewornUnguent_C,summon /Game/World_Base/Items/Consumables/Potions/TimewormUnguent/Consumable_TimewornUnguent.Consumable_TimewornUnguent_C
Bark Extract,Concoction,Consumable_BarkExtract_C,summon /Game/World_Base/Items/Consumables/Concoctions/BarkExtract/Consumable_BarkExtract.Consumable_BarkExtract_C
Bottled Shaedberry,Concoction,Consumable_BottledShaedberry_C,summon /Game/World_Base/Items/Consumables/Concoctions/BottledShaedberry/Consumable_BottledShaedberry.Consumable_BottledShaedberry_C
Chilled Steam,Concoction,Consumable_ChilledSteam_C,summon /Game/World_Base/Items/Consumables/Concoctions/ChilledSteam/Consumable_ChilledSteam.Consumable_ChilledSteam_C
Dark Cider,Concoction,Consumable_DarkCider_C,summon /Game/World_Base/Items/Consumables/Concoctions/DarkCider/Consumable_DarkCider.Consumable_DarkCider_C
Dark Fluid,Concoction,Consumable_DarkFluid_C,summon /Game/World_Base/Items/Consumables/Concoctions/DarkFluid/Consumable_DarkFluid.Consumable_DarkFluid_C
Ambit Ember,Concoction,Consumable_Spice_C,summon /Game/World_Base/Items/Consumables/Concoctions/LiquidSpice/Consumable_Spice.Consumable_Spice_C
Mudtooth's Elixir,Concoction,Consumable_MudToothsElixir_C,summon /Game/World_Base/Items/Consumables/Concoctions/MudToothsElixir/Consumable_MudToothsElixir.Consumable_MudToothsElixir_C
Mudtooth's Stew,Concoction,Consumable_MudToothsStew_C,summon /Game/World_Base/Items/Consumables/Concoctions/MudToothsStew/Consumable_MudToothsStew.Consumable_MudToothsStew_C
Mudtooth's Tonic,Concoction,Consumable_MudToothsTonic_C,summon /Game/World_Base/Items/Consumables/Concoctions/MudToothsTonic/Consumable_MudToothsTonic.Consumable_MudToothsTonic_C
Root Water,Concoction,Consumable_RootWater_C,summon /Game/World_Base/Items/Consumables/Concoctions/RootWater/Consumable_RootWater.Consumable_RootWater_C
Sacred Lakewater,Concoction,Consumable_SacredLakewater_C,summon /Game/World_Base/Items/Consumables/Concoctions/SacredLakewater/Consumable_SacredLakewater.Consumable_SacredLakewater_C
Sanguine Vapor,Concoction,Consumable_SanguineVapor_C,summon /Game/World_Base/Items/Consumables/Concoctions/SanguineVapor/Consumable_SanguineVapor.Consumable_SanguineVapor_C
Strong Drink,Concoction,Consumable_StrongDrink_C,summon /Game/World_Base/Items/Consumables/Concoctions/StrongDrink/Consumable_StrongDrink.Consumable_StrongDrink_C
Tranquility Font,Concoction,Consumable_TranquilityFont_C,summon /Game/World_Base/Items/Consumables/Concoctions/TranquilityFont/Consumable_TranquilityFont.Consumable_TranquilityFont_C
Verdant Tea,Concoction,Consumable_VerdantTea_C,summon /Game/World_Base/Items/Consumables/Concoctions/VerdantTea/Consumable_VerdantTea.Consumable_VerdantTea_C
Xenoplasm,Concoction,Consumable_Xenoplasm_C,summon /Game/World_Base/Items/Consumables/Concoctions/Xenoplasm/Consumable_Xenoplasm.Consumable_Xenoplasm_C
Meat Shake,Concoction,Consumable_MeatShake_C,summon /Game/World_DLC1/Items/Consumables/Meat_Shake/Consumable_MeatShake.Consumable_MeatShake_C
Cursed Dream Silks,Crafting Material,Material_CursedDreamSilks_C,summon /Game/World_Fae/Items/Materials/Boss/CursedDreamSilks/Material_CursedDreamSilks.Material_CursedDreamSilks_C
Imposter's Heart,Crafting Material,Material_ImpostersHeart_C,summon /Game/World_Fae/Items/Materials/Boss/ImpostersHeart/Material_ImpostersHeart.Material_ImpostersHeart_C
Crimson Membrane,Crafting Material,Material_CrimsonMembrane_C,summon /Game/World_Jungle/Items/Materials/Boss/CrimsonMembrane/Material_CrimsonMembrane.Material_CrimsonMembrane_C
Twisted Lazurite,Crafting Material,Material_TwistedLazurite_C,summon /Game/World_Jungle/Items/Materials/Boss/TwistedLazurite/Material_TwistedLazurite.Material_TwistedLazurite_C
Void Cinder,Crafting Material,Material_VoidCinder_C,summon /Game/World_Nerud/Items/Materials/Boss/VoidCinder/Material_VoidCinder.Material_VoidCinder_C
Forgotten Memory,Crafting Material,Material_ForgottenMemory_C,summon /Game/World_Root/Items/Materials/Boss/ForgottenMemory/Material_ForgottenMemory.Material_ForgottenMemory_C
Anamy's Echo,Crafting Material,Material_AnamysEcho_C,summon /Game/World_Fae/Items/Materials/World/AnamysEcho/Material_AnamysEcho.Material_AnamysEcho_C
Decrepit Rune,Crafting Material,Material_DecrepitRune_C,summon /Game/World_Fae/Items/Materials/World/DecrepitRune/Material_DecrepitRune.Material_DecrepitRune_C
Conflux Prism,Crafting Material,Material_ConfluxPrism_C,summon /Game/World_Labyrinth/Items/Materials/Boss/ConfluxPrism/Material_ConfluxPrism.Material_ConfluxPrism_C
Cipher Rod,Crafting Material,Material_CipherRod_C,summon /Game/World_Labyrinth/Items/Materials/World/CipherRod/Material_CipherRod.Material_CipherRod_C
Spiced Bile,Crafting Material,Material_SpicedBile_C,summon /Game/World_Nerud/Items/Materials/Boss/SpicedBile/Material_SpicedBile.Material_SpicedBile_C
Melded Hilt,Crafting Material,Material_MeldedHilt_C,summon /Game/World_Fae/Items/Materials/Boss/MeldedHilt/Material_MeldedHilt.Material_MeldedHilt_C
Nightweaver's Finger,Crafting Material,Material_NightweaversFinger_C,summon /Game/World_Fae/Items/Materials/Boss/NightweaversFinger/Material_NightweaversFinger.Material_NightweaversFinger_C
Venerated Spearhead,Crafting Material,Material_VeneratedSpearhead_C,summon /Game/World_Fae/Items/Materials/MiniBoss/VeneratedSpearhead/Material_VeneratedSpearhead.Material_VeneratedSpearhead_C
Doe's Antler,Crafting Material,Material_DoesAntler_C,summon /Game/World_Jungle/Items/Materials/Boss/DoesAntler/Material_DoesAntler.Material_DoesAntler_C
Hollow Heart,Crafting Material,Material_HollowHeart_C,summon /Game/World_Jungle/Items/Materials/Boss/HollowHeart/Material_HollowHeart.Material_HollowHeart_C
Ravager's Maw,Crafting Material,Material_RavagersMaw_C,summon /Game/World_Jungle/Items/Materials/Boss/RavagersMaw/Material_RavagersMaw.Material_RavagersMaw_C
Acidic Jawbone,Crafting Material,Material_AcidicJawbone_C,summon /Game/World_Nerud/Items/Materials/Boss/AcidicJawbone/Material_AcidicJawbone.Material_AcidicJawbone_C
Eidolon Shard,Crafting Material,Material_EidolonShard_C,summon /Game/World_Nerud/Items/Materials/Boss/EidolonShard/Material_EidolonShard.Material_EidolonShard_C
Alkahest Powder,Crafting Material,Material_AlkahestPowder_C,summon /Game/World_Fae/Items/Materials/MiniBoss/AlkahestPowder/Material_AlkahestPowder.Material_AlkahestPowder_C
Bone Sap,Crafting Material,Material_BoneSap_C,summon /Game/World_Fae/Items/Materials/MiniBoss/BoneSap/Material_BoneSap.Material_BoneSap_C
Forlorn Fragment,Crafting Material,Material_ForlornFragment_C,summon /Game/World_Fae/Items/Materials/MiniBoss/ForlornFragment/Material_ForlornFragment.Material_ForlornFragment_C
Sacred Hunt Feather,Crafting Material,Material_SacredHuntFeather_C,summon /Game/World_Fae/Items/Materials/MiniBoss/SacredHuntFeather/Material_SacredHuntFeather.Material_SacredHuntFeather_C
Tainted Ichor,Crafting Material,Material_TaintedIchor_C,summon /Game/World_Fae/Items/Materials/MiniBoss/TaintedIchor/Material_TaintedIchor.Material_TaintedIchor_C
Bloody Steel Splinter,Crafting Material,Material_BloodySteelSplinter_C,summon /Game/World_Fae/Items/Materials/World/BloodySteelSplinter/Material_BloodySteelSplinter.Material_BloodySteelSplinter_C
Broken Timepiece,Crafting Material,Material_BrokenTimepiece_C,summon /Game/World_Fae/Items/Materials/World/BrokenTimepiece/Material_BrokenTimepiece.Material_BrokenTimepiece_C
Agnosia Driftwood,Crafting Material,Material_AgnosiaDriftwood_C,summon /Game/World_Jungle/Items/Materials/MiniBoss/AgnosiaDriftwood/Material_AgnosiaDriftwood.Material_AgnosiaDriftwood_C
